label,message,spam_type,cleaned_message
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,promotion,free text msg text ok credit account
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham,hi dear call urgnt know whats problem want work problem least tell wating reply
ham,Dear how you. Are you ok?,ham,dear ok
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",general_spam,selected stay top british hotel nothing holiday worth claim call london bx sw s
ham,Yes princess! I want to make you happy...,ham,yes princess want make happy
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,ham,sound like many talent would like go dinner date next week
ham,I am going to film 2day da. At 6pm. Sorry da.,ham,going film day da pm sorry da
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,watching movie already xy want shop shopping w
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss
ham,Yesterday its with me only . Now am going home.,ham,yesterday going home
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",general_spam,eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",ham,come life brought sun shiny warming heart putting constant smile face making feel loved cared
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham,shit surprised went spent evening french guy met town fooled around bit let fuck
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",general_spam,network allow company bill sm responsible supplier shop give guarantee sell b g
ham,Great comedy..cant stop laughing da:),ham,great comedy cant stop laughing da
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,promotion,freemsg feelin kinda lnly hope u like keep company jst got cam moby wanna c pic txt reply date msg p rcv hlp stop
ham,"Alright, we're all set here, text the man",ham,alright set text man
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham,hi keen go kind feel go tomo mind
ham,Sleeping nt feeling well,ham,sleeping nt feeling well
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,u switch fone dammit
ham,India have to take lead:),ham,india take lead
ham,I.ll post her out l8r. In class,ham,post l r class
ham,Thts wat Wright Brother did to fly..,ham,thts wat wright brother fly
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry â¦ Head * ok but throat * wrecked. See you at six then!",ham,evening v good somewhat event laden fill worry head ok throat wrecked see six
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
ham,ITS A LAPTOP TAKE IT WITH YOU.,ham,laptop take
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham,dont file bag work called tell find anything room
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,ham,wan early lei outside wun b home early neva mind
spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",lottery,ur chance win cash every wk txt action c www movietrivia tv custcare x p wk
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ã so late then reply... I oso saw a top dat i like but din buy... Where r Ã¼ now?,ham,bugis juz wat walking home oredi late reply oso saw top dat like din buy r
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,wishing family merry x ma happy new year advance
ham,At 7 we will go ok na.,ham,go ok na
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,yes posted couple pic fb still snow outside waking
ham,S:-)if we have one good partnership going we will take lead:),ham,one good partnership going take lead
spam,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50,general_spam,rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max
ham,"Yeah, where's your class at?",ham,yeah class
ham,No just send to you. Bec you in temple na.,ham,send bec temple na
ham,"You aren't coming home between class, right? I need to work out and shower!",ham,coming home class right need work shower
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,promotion,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx call minmobsmorelkpobox hp fl
ham,S but mostly not like that.,ham,mostly like
ham,Ã v ma fan...,ham,v fan
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
ham,Guess who spent all last night phasing in and out of the fourth dimension,ham,guess spent last night phasing fourth dimension
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham,dad gonna call get work ask crazy question
ham,"Yes..but they said its IT.,",ham,yes said
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",ham,hurting n meaningful line ever compromised everything love end love compromised everything gud mornin
ham,Lmao!nice 1,ham,lmao nice
ham,Glad to see your reply.,ham,glad see reply
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,lottery,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,otp_fraud,monthly password wap mobsi com use wap phone pc
ham,Nah dub but je still buff,ham,nah dub je still buff
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",ham,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
ham,"Yeah, that's fine! It's Â£6 to get in, is that ok?",ham,yeah fine get ok
ham,Lol where do u come up with these ideas?,ham,lol u come idea
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,many people seems special first sight remain special till last sight maintain till life end sh jas
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,today song dedicated day song u dedicate send ur valuable frnds first rply
ham,Okay... We wait ah,ham,okay wait ah
ham,Y lei?,ham,lei
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call love xxx
ham,Already am squatting is the new way of walking,ham,already squatting new way walking
ham,Do you want bold 2 or bb torch,ham,want bold bb torch
ham,Cramps stopped. Going back to sleep,ham,cramp stopped going back sleep
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award,general_spam,today vodafone number ending last four digit selected received award number match please call claim award
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,promotion,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm
ham,Nan sonathaya soladha. Why boss?,ham,nan sonathaya soladha bos
ham,Bring tat cd don forget,ham,bring tat cd forget
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,lottery,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sp tyrone
ham,I don't know but I'm raping dudes at poker,ham,know raping dude poker
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham,weightloss girl friend make load money ebay something give thanks god
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham,gr see message r u leaving congrats dear school wat r ur plan
ham,Ã eatin later but i'm eatin wif my frens now lei... Ã going home first?,ham,eatin later eatin wif frens lei going home first
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham,finish already yar keep saying mushy embarrassed ok
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,sorry man stash ran dry last night pick sunday
ham,Hai priya are you right. What doctor said pa. Where are you.,ham,hai priya right doctor said pa
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",promotion,free msg sorry service ordered could delivered sufficient credit please top receive service
ham,Ok...,ham,ok
ham,Please ask mummy to call father,ham,please ask mummy call father
ham,Can come my room but cannot come my house cos my house still messy... Haha...,ham,come room cannot come house co house still messy haha
ham,I have lost 10 kilos as of today!,ham,lost kilo today
ham,Just taste fish curry :-P,ham,taste fish curry p
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,ham,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
ham,Yun ah.now Ã¼ wkg where?btw if Ã¼ go nus sc. Ã wana specialise in wad?,ham,yun ah wkg btw go nu sc wana specialise wad
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,yes one woman man please tell like dislike bed
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,test earlier appreciate call tomorrow
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham,loverboy keep coming queen hmmm ache speak miss desparately
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,ham,u meet fren dun wan meet ah muz b guy rite
ham,"(No promises on when though, haven't even gotten dinner yet)",ham,promise though even gotten dinner yet
ham,I got your back! Do you have any dislikes in bed?,ham,got back dislike bed
ham,o turns out i had stereo love on mi phone under the unknown album.,ham,turn stereo love mi phone unknown album
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,general_spam,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx
ham,Yeah I don't see why not,ham,yeah see
ham,Asking do u knw them or nt? May be ur frnds or classmates?,ham,asking u knw nt may ur frnds classmate
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham,sorry earlier putting fire around talk actually life lol
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,lottery,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarque ltd info vipclub u
ham,"As in missionary hook up, doggy hook up, standing...|",ham,missionary hook doggy hook standing
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,u better go sleep dun disturb u liao u wake msg lor
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
ham,Am watching house â very entertaining â am getting the whole hugh laurie thing â even with the stick â indeed especially with the stick.,ham,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
ham,Thought praps you meant another one. Goodo! I'll look tomorrow,ham,thought praps meant another one goodo look tomorrow
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ârents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",ham,hi jon pete ive bin spain recently hav sum dinero left bill said u ur rent mayb interested hav pe around tb james
ham,There bold 2  &lt;#&gt; . Is that yours,ham,bold lt gt
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham,know shall speak lt gt minute
ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,ham,alrite hunny wot u nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
ham,I went to project centre,ham,went project centre
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,per request maangalyam alaipayuthe set callertune caller press copy friend callertune
ham,Lol yeah at this point I guess not,ham,lol yeah point guess
ham,Doing project w frens lor.,ham,project w frens lor
ham,Lol. Well quality aint bad at all so i aint complaining,ham,lol well quality aint bad aint complaining
ham,"K, can that happen tonight?",ham,k happen tonight
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",lottery,hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone claim prize transferred someone else
ham,"I think we're going to finn's now, come",ham,think going finn come
ham,Why tired what special there you had,ham,tired special
ham,I will come tomorrow di,ham,come tomorrow di
ham,I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
ham,K go and sleep well. Take rest:-).,ham,k go sleep well take rest
ham,U guys never invite me anywhere :(,ham,u guy never invite anywhere
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117,promotion,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x
ham,I can do that! I want to please you both inside and outside the bedroom...,ham,want please inside outside bedroom
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ham,ey calm downon theacusations itxt u co iwana know wotu r doin thew end haventcn u age ring ur nething sat love j xxx
ham,I love to wine and dine my lady!,ham,love wine dine lady
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,general_spam,someone conacted dating service entered phone fancy find call landline pobox n tf
ham,"IÂm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham,cool ta luv v tired cause doin load planning wk got social service inspection nursery take care spk sn x
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,know account detail ask mom send mom reach
ham,I think u have the wrong number.,ham,think u wrong number
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
ham,DO NOT B LATE LOVE MUM,ham,b late love mum
ham,Got it..mail panren paru..,ham,got mail panren paru
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,thinking chuckin ur red green n black trainners save carryin bac train
ham,Give one miss from that number please,ham,give one miss number please
ham,Jus came back fr lunch wif my sis only. U leh?,ham,jus came back fr lunch wif si u leh
ham,How is your schedule next week? I am out of town this weekend.,ham,schedule next week town weekend
ham,Really good:)dhanush rocks once again:),ham,really good dhanush rock
ham,Lmao ok I wont be needing u to do my hair anymore.,ham,lmao ok wont needing u hair anymore
ham,"Miss ya, need ya, want ya, love ya.",ham,miss ya need ya want ya love ya
ham,Sorry i'm not free...,ham,sorry free
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham,u ever get song stuck head reason go away til u listen like time
ham,Nt yet chikku..simple habba..hw abt u?,ham,nt yet chikku simple habba hw abt u
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham,got ur mail dileep thank muchand look forward lot support less contact remember one venugopal mentioned tomorrow late shall try come till goodnight dear
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked one remembered everytime bslvyl
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham,joy father john john name joy father mandan
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,promotion,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,hi yijue regarding textbook intro algorithm second edition selling
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,lottery,sm auction nokia get win free auction take part send nokia hg suite land row w jhl
ham,"K, want us to come by now?",ham,k want u come
ham,How. Its a little difficult but its a simple way to enter this place,ham,little difficult simple way enter place
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham,ha u e thing got tv watch u thk go tonight u already haf smth mind
ham,Dont show yourself. How far. Put new pictures up on facebook.,ham,dont show far put new picture facebook
ham,Watching tv now. I got new job :),ham,watching tv got new job
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",ham,good afternoon sexy bun go job search wake first thought always love wish fine happy know adore
ham,"I'm not coming over, do whatever you want",ham,coming whatever want
ham,"Its ok chikku, and its my 1 of favourite song..:-)",ham,ok chikku favourite song
ham,Did u see what I posted on your Facebook?,ham,u see posted facebook
spam,Call FREEPHONE 0800 542 0578 now!,promotion,call freephone
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,lottery,buy space invader chance win orig arcade game console press game arcade std wap charge see co uk game term setting purchase
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",financial,loan purpose homeowner tenant welcome previously refused still help call free text back help
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,general_spam,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobile vary
ham,";-( oh well, c u later",ham,oh well c u later
ham,My uncles in Atlanta. Wish you guys a great semester.,ham,uncle atlanta wish guy great semester
ham,No dear i do have free messages without any recharge. Hi hi hi,ham,dear free message without recharge hi hi hi
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
ham,I dun believe u. I thk u told him.,ham,dun believe u thk u told
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,know god created gap finger one made come amp fill gap holding hand love
ham,Yes:)sura in sun tv.:)lol.,ham,yes sura sun tv lol
ham,Arun can u transfr me d amt,ham,arun u transfr amt
ham,Takin a shower now but yeah I'll leave when I'm done,ham,takin shower yeah leave done
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham,working eye philosophy text u later bit free chat
ham,U havenÂt lost me ill always b here 4u.i didnÂt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatÂs what itried2tell urmom.i careabout u,ham,u lost ill always b u intend hurt u never knew u felt iwas marine itried tell urmom careabout u
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",lottery,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk
ham,You bad girl. I can still remember them,ham,bad girl still remember
ham,How much i gave to you. Morning.,ham,much gave morning
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham,hey tell blake address carlos wanted meet got lost answering phone
ham,Can i get your opinion on something first?,ham,get opinion something first
ham,That one week leave i put know that time. Why.,ham,one week leave put know time
ham,"If we hit it off, you can move in with me :)",ham,hit move
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham,excellent spent lt gt year air force iraq afghanistan stable honest like traveling
ham,I wanna watch that movie,ham,wanna watch movie
ham,Ok lor thanx... Ã in school?,ham,ok lor thanx school
ham,I'm in class. Did you get my text.,ham,class get text
ham,The bus leaves at  &lt;#&gt;,ham,bus leaf lt gt
ham,God bless.get good sleep my dear...i will pray!,ham,god bless get good sleep dear pray
spam,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,general_spam,today voda number ending selected receive award match please call quoting claim code standard rate app
ham,Do have a nice day today. I love you so dearly.,ham,nice day today love dearly
ham,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,ham,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
ham,"Aight, I'll ask a few of my roommates",ham,aight ask roommate
ham,"Now, whats your house # again ? And do you have any beer there ?",ham,whats house beer
ham,Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham,wan meet n combine part da rest da project going
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,ham,getting ticket walsall tue th march mate getting sat ill pay treat want go txt bak terry
ham,Yes we are chatting too.,ham,yes chatting
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham,hi jess dont know work call u im home eve xxx
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham,sian aft meeting supervisor got work liao u working
ham,Are you going to write ccna exam this week??,ham,going write ccna exam week
ham,Well i will watch shrek in 3D!!B),ham,well watch shrek b
ham,Am i that much dirty fellow?,ham,much dirty fellow
ham,Dunno dat's wat he told me. Ok lor...,ham,dunno dat wat told ok lor
ham,I'll probably be by tomorrow (or even later tonight if something's going on),ham,probably tomorrow even later tonight something going
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham,say dying man feel sad go wanted know would probably gone late night
ham,If you're thinking of lifting me one then no.,ham,thinking lifting one
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,ham,u dun wan u dun like already ah wat u still eating
ham,Sent me ur email id soon,ham,sent ur email id soon
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",ham,dude teresa hope okay didnt hear people called received package since dec lt gt thot ld like know fantastic year best reading plus really really bam first aid usmle work done
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham,hey gorgeous man work mobile number good one babe squishy mwahs
ham,May i call You later Pls,ham,may call later pls
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",general_spam,hottest pic straight phone see getting wet wanting xx text pic txt cost p textoperator g ga xxx
ham,That's the way you should stay oh.,ham,way stay oh
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,ham,hello thanx taking call got job start monday
ham,What time is ur flight tmr?,ham,time ur flight tmr
ham,When should I come over?,ham,come
ham,I have a rather prominent bite mark on my right cheek,ham,rather prominent bite mark right cheek
ham,* Will be september by then!,ham,september
ham,Are you wet right now?,ham,wet right
ham,And how's your husband.,ham,husband
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",general_spam,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wc n xx
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham,norm tomorrow finish co st test need sort library stuff point tomo got letter today access til end march better get move
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham,yeah got list u joanna feeling really anti social
ham,I am in your office na.,ham,office na
ham,Are you comingdown later?,ham,comingdown later
ham,Super da:)good replacement for murali,ham,super da good replacement murali
ham,Da is good good player.why he is unsold.,ham,da good good player unsold
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham,hi u want join sts later meeting five call u class
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham,engalnd telly decided let watch mia elliot kissing damn
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",promotion,free nokia motorola upto mths price linerental free x net min txt mth free b tooth call mobileupd call optout wv
ham,I dont want to hear philosophy. Just say what happen,ham,dont want hear philosophy say happen
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham,got job wipro get every thing life year
ham,Then cant get da laptop? My matric card wif Ã¼ lei...,ham,cant get da laptop matric card wif lei
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,ham,dunno da next show aft toa payoh got
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",lottery,nd time tried contact u u pound prize claim easy call p per min bt national rate
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham,made payment dont much sorry would want fedex way
ham,They did't play one day last year know even though they have very good team.. Like india.,ham,play one day last year know even though good team like india
ham,K.:)you are the only girl waiting in reception ah?,ham,k girl waiting reception ah
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham,hate turn fun shopping trip annoying day everything would look house
ham,"Sir, i am waiting for your call.",ham,sir waiting call
ham,What's up. Do you want me to come online?,ham,want come online
ham,"It could work, we'll reach a consensus at the next meeting",ham,could work reach consensus next meeting
ham,Aiyah then i wait lor. Then u entertain me. Hee...,ham,aiyah wait lor u entertain hee
